,title,salary,company,description,location
855,Data Analyst & Case Coordinator,"$55,000 - $65,000 a year",University of Oregon,"Ability to analyze, interpret and organize large amounts of data. The Data Analyst & Case Coordinator is responsible for OICRC’s data and records management,…","Eugene, OR"
856,Supply Chain Analyst,,Castellini Company LLC,Organize existing data in a spreadsheet. Transfer data from hard copy to a digital database. Verify outdated data and make any necessary changes to records.,"Wilder, KY"
857,Healthcare Data Analyst,,SafelyYou,This analyst will also be required to generate data definitions and standards using industry guidelines. They will be responsible for understanding customer…,Remote
858,Data Support Analyst,,Foundation for California Community Colleges (FCCC),&mdash; At least one year experience with K-12 and higher education data sets. &mdash; High level of comfort working with large data sets using text editors and…,Remote
859,GIS Data Analyst,"$50,000 - $65,000 a year",Locana,Performing data quality and assurance checks. Performing Spatial ETL processes using Safe Software's FME to migrate utility related data.,Remote
860,"Senior Business Data Analyst, SOLAR",,Levi Strauss & Co.,Provide guidance and direction to data analysts within respective domain. Collaborate with data owners on non master data objects related to respective domain.,Remote
861,Data Analyst II,,Lucid Software,"Come up with data-driven recommendations. Exposure to working with data analyzing business problems, using Excel, SQL, Python, or other computational tools.","Salt Lake City, UT"
862,Data Science Lead Analyst (Work from Home) - Express Scripts,"$74,600 - $124,400 a year",Cigna,"Responsible for the research, extraction and analysis of data. Query data warehouse(s) using variety of tools available. May research and analyze algorithms.","Hartford, CT"
863,Lead Data Analyst (Business Intelligence) -Health Care Operations-Remote,,EmblemHealth,5 - 8 years of relevant experience in Data Analysis for Operations required. Serve as a liaison with peers in other departments to ensure data accuracy.,Remote
864,Data Analyst - Governance - D4540,,SOFT Inc,Work on developing data classification and development of security model like data masking. Collaborate with business and technical stakeholders in developing…,"New York, NY"
865,"Data Analyst IV (Teradata, mySQL, Tableau) -Remote",$58 - $63 an hour,Professional Services - 1,Data analyst mySQL: 7 years (Required). Ensures all projects and data developed is value adding and provides actionable insights.,Remote
866,Business Analyst II,,RevaComm,"Experience: 3-5 years of related work experience with progressively increasing responsibility. You will work with and coordinate between Application, Platform…",Remote
867,Business/Data Analyst - Enterprise Laboratory Supply Chain Operations,,Mayo Clinic,"Bachelor's Degree and a minimum of eight (8) years' relevant experience in health care, finance, accounting, business, or systems; certifications may be…","Rochester, MN"
868,Sr. Data Analyst,,Bloomin Brands,"5 - 7 years data analysis experience. Ability to data mine, analyze data, and present insights in a meaningful way. Experience in HR systems and EEOC reporting.","Tampa, FL"
869,Data Analyst,,TikTok,"Partner with data engineers and data scientists on common areas of scalability, data quality management, data delivery management and performance optimization.","Los Angeles, CA +4 locations"
870,"Business Analyst I (remote, 10-6pm PST, Mon. - Fri.)","$45,430 - $59,000 a year",Conduent,Record testing/research results and communicate effectively with the development team providing enough detail to replicate results. SQL knowledge is a plus.,Remote
871,"Data Analyst, Retirement Communications",,Fairfax County Public Schools,"Two years of progressively more responsible experience related to business intelligence, big data analysis, and/or data science.","Fairfax County, VA"
872,Financial Analyst,$60 - $65 an hour,Hanker System's,"Familiarity with 837 claims data or other behavioral health or medical financial data. Under the direction of a senior analyst, position queries, analyzes, and…",Remote
873,Research & Development Analyst - Telematics (REMOTE),,GEICO,"Ability to analyze data using statistical, mathematical or data mining methods. You should be comfortable extracting and analyzing data from a variety of…","Chevy Chase, MD"
874,Business Data Analyst,,Ask Media Group,"You know how to convert data into decisions without getting stuck in paralysis by analysis. Be prepared to explain, defend, or revise your analysis in the face…","Oakland, CA"
875,Data Analyst,,Sophinea Corporation,Manage a repository of re-usable data visualization templates and views. Ability to use Command Line tools to access and analyze system data.,"Arlington, VA"
876,Operations Analyst II,,Lumen,"Analyzes data, identifies several different solutions along with pros and cons with respect to impact on the business.",Remote
877,Market Data Analyst,"$50,000 - $65,000 a year",Oakwood Homes LLC,"Compiling, organizing, and analyzing data from Oakwood’s internal data capturing systems (KOVA): purchaser profiles, lead data, closing data, NHC data, etc.","Denver, CO"
878,"Management and Program Analyst (Data), GS-0343-13, FPL13 (DE)","$106,823 - $138,868 a year",US Office for Civil Rights,Serving as a management and program analyst for the CRDC Team. One year of experience in either federal or non-federal service that is equivalent to at least a…,"Washington, DC"
879,Data Analyst,,Perq Software LLC,Develop expertise in data model and business considerations within the data; provide guidance to team on use and interpretation. O Skilled in Google Analytics.,Remote
880,Data Analyst,,Perq Software LLC,Develop expertise in data model and business considerations within the data; provide guidance to team on use and interpretation. O Skilled in Google Analytics.,Remote
881,Data Analyst,"$90,000 - $105,000 a year",Millennium Consulting,Participate in shaping future data. Strong abilities in statistical and data analysis. Evaluate current data utilization process and provide recommendations for…,"Providence, RI"
882,Sr. Data Analyst,"$90,000 - $130,000 a year",Enlightened Inc.,"Minimum of five (5) years of analytics /reporting experience in the health care industry with some exposure to claims, encounter, or other patient data.","Washington, DC"
883,Business Analyst,,"Baker Tilly US, LLP","Develop the Business Analysis and Project Management process. Ensure that all projects are properly documented, which includes a business case, business…","Madison, WI"
884,Business Intelligence Analyst,"$65,000 - $72,500 a year",Floorplan Xpress,Ability to collect and compile relevant data. Uses business intelligence data and tools to identify and monitor current and potential customers.,Remote
885,Data Analyst (G45),$75 an hour,Resource Management Associates LLC.,5-7 years performing data analysis. Develop data solutions to support business needs and data-driven decisions. Assess data quality and completeness.,Remote
886,Data Analyst,,Continuum,"Experience building data warehouse and data marts including developing ETL process, data schemas and designing and creating new tables.",Remote
887,"Analyst, Data - Remote in Kentucky",,Molina Healthcare,"JOB DESCRIPTION Job Summary Designs and implements processes and solutions associated with a wide variety of data sets used for data/text mining, analysis,…","Louisville, KY"
888,TikTok Shopping - Business Analyst,,TikTok,"Attention to detail, affinity with numbers, logical and strong in problem solving. The role is responsible for building strategy and analysis for the TikTok…","Seattle, WA +3 locations"
889,Federal - Entry Level Analytics Analyst,,Accenture,Create data visualization dashboards to present findings. Create statistical models and identify patterns in data. Build applications on a web-based platform.,"St. Louis, MO +1 location"
890,Healthcare Data Analyst,$40 - $45 an hour,iTrending Solutions,"Proven working experience as a data analyst or business data analyst. Technical expertise regarding data models, database design development, data mining and…","Phoenix, AZ"
