,title,salary,company,description,location
1209,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1210,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1211,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1212,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1213,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1214,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1215,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1216,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1217,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1218,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1219,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1220,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1221,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1222,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1223,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1224,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1225,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1226,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1227,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1228,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1229,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1230,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1231,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1232,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1233,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1234,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1235,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
