,title,company,salary,location,jobtype,qualifications,benefits,description
678,Data Engineer,Waymark,"Estimated: $120,000 - $160,000 a yearQuick Apply","San Francisco, CA ",,,,"Building required infrastructure for optimal extraction, transformation and loading of data from various data sources using AWS/GCP and SQL technologies."
679,Data Engineer,Merkle,"$83,760 - $121,300 a year","Detroit, MI +6 locations",8 days ago,"Elasticsearch
Power BI
Relational databases
SQL
Customer relationship management","Dental insurance
Health insurance
401(k)
401(k) matching
Paid time off",Perform data loads and optimize data for extraction and reporting use. Assist with discovery of data requirements to ensure proper data collection and plan…
680,Senior Data Engineer,Brix Labs,"$120,000 - $180,000 a yearQuick Apply",Remote ,Full-time,"Python
AWS
ETL
Bachelor's degree",,This position is full time remote working with flexible working hour and competitive pay. Bachelor degree is relative field. 5+ years of experience in Python.
681,"Remote Principal Data Engineer - GCP, Python, SQL",Michael Page,"$150,000 - $190,000 a year","Atlanta, GA ",9 days ago,"UNIX
SQL
Python
Shell Scripting
AWS","Dental insurance
401(k)
Health insurance
Vision insurance",Design data models for optimal storage. Create ETL/ELT pipelines that transform terabytes of structured and unstructured data.
682,"Senior Software Development Engineer, Big Data",Zillow,,Washington State ,,,,"The Data Governance engineering team builds data platforms to drive effective data management at Zillow. We develop and own systems for data discovery, quality,…"
683,Jr Data Python Engineer,Insight Global,"$100,000 - $115,000 a yearQuick Apply","New York, NY ",Full-time,"SQL
SAS
UNIX
APIs
Hadoop
US work authorization","Health savings account
Dental insurance
Employee discount
Health insurance
Professional development assistance",The team is slowly moving Hadoop into the AWS cloud and this engineer will be responsible for any initiatives in regards to big data such as master data…
684,Data Engineer II – Data Integration – Data & Technology (Brain Science),Allen Institute,"Estimated: $110,000 - $160,000 a yearQuick Apply","Seattle, WA ",,,,"Produce data reports and write data release notes. Familiarity with scientific data modeling, metadata management, data governance and data quality technologies…"
685,Data Engineer AUG76,Zllius Inc.,"Estimated: $98,000 - $140,000 a yearQuick Apply","Canton, MI ",Full-time | Contract,"Relational databases
GitLab
Data modeling
SQL
Spark
US work authorization",,"Good experience on designing and developing data pipelines for data ingestion and transformation using Spark. Deep knowledge in partitioning, bucketing concepts…"
686,Lead Data Engineer,SafelyYou,"Estimated: $150,000 - $200,000 a yearQuick Apply",Remote ,Full-time,"Analysis skills
SQL
MapReduce
System design
Data collection
Master's degree","Unlimited paid time off
Dental insurance
Health insurance
401(k)
Vision insurance","Mastery in data streaming, mapreduce and distributed data querying. Develop and maintain data lake and data warehouse schematics and layouts for data access,…"
687,Azure data quality engineer,Volto USA,"$120,000 - $170,000 a yearQuick Apply",Remote ,Full-time,"Communication skills
Azure
Python
US work authorization",,"Lead the DQ Stream engagement, govern the scope & responsibilities. Leads workshops and conduct sessions with client stakeholders."
688,Lead Data Engineer,Canyon Associates,"$130,000 - $150,000 a yearQuick Apply","Somerset, NJ ",Full-time,"SQL
Leadership
Python
Bachelor's degree","Health savings account
Dental insurance
Employee discount
Health insurance
401(k) matching",Bachelor's degree Documented Leadership experience Experience building Data Pipelines Python Sql Cloud experience is a plus Remote role USC or Green…
689,Remote Mid Data Engineer - $65/hr W2,Vaco,$60 - $70 an hourQuick Apply,Remote ,Contract,"Azure
Scripting
SSIS
Microsoft SQL Server
ETL",,"Experience with Data Migration projects. Experience with SQL Server, ETL, and SSIS. Any experience with scripting languages."
690,Engineer - Data Engineer III (Remote),AmerisourceBergen,,"Carrollton, TX ",Full-time,"Unit testing
Analysis skills
Information management
SQL
Hadoop
Bachelor's degree",,Researches internal and external data sources for new data and better sources of data feeds. Transfers knowledge of data access/consumption mechanisms to…
691,Data QA Engineer,Facility Support,$45 - $55 an hourQuick Apply,Remote ,Full-time | Contract,"SQL
QA/QC
Data visualization
Data warehouse
US work authorization","Dental insurance
Health insurance
Flexible schedule
401(k)
Vision insurance",Understand data visualization and wireframe perspective from stakeholders and UI engineers. They will test data integrity and validity as data is moved from a…
692,Data Engineer,Blue Origin,"$124,000 - $208,000 a year","Seattle, WA ",Full-time,"Manufacturing
SQL
NoSQL
Leadership
Database administration
Bachelor's degree","Dental insurance
Health insurance
401(k)
Disability insurance
401(k) matching","Monitoring, maintaining and improving Blue Origin’s data pipelines and associated infrastructure, facilitating the greatest possible utilization and trust of…"
693,Data Engineer,Optum,"$66,100 - $118,300 a year","Eden Prairie, MN +4 locations",Full-time,"SQL
Visual Studio
GitHub
Rally
Analytics
Bachelor's degree
Pass drug screening
Current immunizations","Employee discount
Health insurance
Work from home
AD&D insurance
Referral program",Review of data architecture and mapping of data for new development. Testing results / validation of data with new functionality. 2+ years’ experience with SQL.
694,AWS Data Engineer,KLap6,Quick Apply,Remote ,Contract,"Spark
Python
Redshift
AWS
S3",,"Experience in data ingestion, enrichment, validation. 2-5 years of data pipeline development experience in AWS. Data Pipeline: 2-3 Years. AWS S3: 2-3 Years."
695,Data Engineer,Merkle,"$83,760 - $121,300 a year","Detroit, MI +6 locations",8 days ago,"Elasticsearch
Power BI
Relational databases
SQL
Customer relationship management","Dental insurance
Health insurance
401(k)
401(k) matching
Paid time off",Perform data loads and optimize data for extraction and reporting use. Assist with discovery of data requirements to ensure proper data collection and plan…
696,"Big Data Lead Engineer, Remote-Home Based",Allstate,"$130,000 - $165,000 a year","Northbrook, IL ",,,,"Experience with data analytics technologies on AWS is a strong plus. Identifies new areas of data, research and Big Data technology that can solve business…"
697,"Senior Analytics Engineer, Consumer Insights - Data Management & Analytics",Netflix,"Estimated: $140,000 - $200,000 a year","Los Angeles, CA ",,,,Experience working with or interest in survey data and/or social data is a plus. Experience developing dimensional warehouse data models is necessary.
698,Sr. Data Engineer,AREVO Group,"Estimated: $110,000 - $160,000 a yearQuick Apply",Remote ,Full-time,"SQL
Scala
GitHub
Python
Spark
Bachelor's degree","Dental insurance
Health insurance
Flexible schedule
401(k)
401(k) matching","Ingest new data sources from initial discovery & data architecture, through ETL authoring, operationalizing using Dataflow, Airflow (Cloud Composer) DAGs, and…"
699,Big Data Engineer,Robert Half,"$80,000 - $100,000 a yearQuick Apply","Portland, ME ",10 days ago,"Power BI
SQL
Tableau
Redshift
Microsoft SQL Server
Bachelor of Science
Bachelor's degree
US work authorization",,Ensure internal quality control of data imported and ongoing analysis of data integrity. Build a method for storing future database data.
700,Big Data Engineer,Peak Performers,"$110,000 - $120,000 a yearQuick Apply",Remote ,Full-time,"SQL
Windows
Python
Big data
Linux
Criminal background check
US work authorization","Health savings account
Dental insurance
Health insurance
401(k)
Flexible spending account","You will contribute to all data management aspects, including data governance, data quality management, master data management, enterprise data integration by…"
701,"Data Engineer, Analytics",Spokeo,"Estimated: $110,000 - $140,000 a yearQuick Apply","Pasadena, CA ",Full-time,"SQL
Spark
NoSQL
Hadoop
Python
Bachelor of Science
Bachelor's degree",,"Design and build maintainable and scalable infrastructure for data extraction, preparation, and loading of data from backend services and web browser clients to…"
702,Senior Data Engineer (Remote),Careers at Drata,"Estimated: $140,000 - $180,000 a yearQuick Apply","San Diego, CA ",22 hours ago,"SQL
Python
ETL","Unlimited paid time off
Health savings account
Dental insurance
Health insurance
Work from home","Interview, hire and train future data engineers. Build solid data engineering training and documentation for all analysts so they can learn how to use, move and…"
703,Data Visualization Engineer,Arch Capital Services LLC,"Estimated: $98,000 - $130,000 a year","Jersey City, NJ ",7 days ago,"Power BI
SQL
Data visualization
Communication skills
R
Bachelor's degree",,Must have hands on experience in pulling data from various data sources and build complex data models (Star Schema/ Snowflake) in visualization too.
704,Data Engineer,Katalyst Healthcares & Life Sciences,"Estimated: $94,000 - $130,000 a yearQuick Apply","Pittsburgh, PA ",Contract,"PostgreSQL
JSON",,"Using third party database to retrieve data and prepare for analysis using PostgreSQL. Generally, know how to make efficient queries when dealing with several…"
705,Data Engineer,UnitedHealthcare,"$60,000 - $106,700 a year","Las Vegas, NV ",Full-time,"Cognos
Relational databases
SQL
Microsoft Excel
Business intelligence
Bachelor's degree
Pass drug screening
Current immunizations","Employee discount
Health insurance
AD&D insurance
Referral program
401(k)","Troubleshoots data integrity issues, analyzes data for completeness to meet business needs, and proposes documented solution recommendations."
706,Sr. Data Systems Engineer/Architect,Guidehouse,"Estimated: $110,000 - $150,000 a year","Washington Harbor, WA ",1 day ago,"Windows
Database administration
R
Python
Linux
Bachelor's degree","Health savings account
Dental insurance
Health insurance
Adoption assistance
Referral program","This high performing team works with clients to implementing data analytics and data science including data engineering, data gathering, data visualization,…"
707,Data Visualization Engineer - TS/SCI REQUIRED,General Dynamics,"$120,000 - $180,000 a year","Colorado Springs, CO ",Full-time,"SQL
IAT
R
Python
Splunk
Bachelor of Science
Bachelor's degree
Current immunizations
Pass polygraph test","Health savings account
Health insurance
AD&D insurance
401(k)
Disability insurance","Oversees data ingesting into enterprise data mining solutions, and generates visualization and dashboards suited to the purpose of the data query."
708,Big Data Engineer,Insight Global,"$140,000 - $150,000 a yearQuick Apply",Remote ,Full-time,"Data lake
US work authorization","Paid time off
Dental insurance
401(k)
Health insurance
Vision insurance",Identifies and recommends additional data and/or services needed to address key business issues related to process or solutions design.
