,title,company,salary,description,location
417,Data Analyst - Ad Tech - Remote,Motive Interactive,,"3-5 years’ predictive modeling experience in a professional setting, using tools such as Python, R or SQL.Own the whole data infrastructure.","Remote in San Diego, CA 92121"
418,Data Analyst,Flair IT Solutions,,Minimum of 5 years experience in data analysis.We are currently looking for an experienced Data Analyst with following preferred and required skills for a full…,"Novi, MI 48375"
419,Data Insights Analyst,Macro Consultants,,"Experience data visualization tools (e.g., Tableau, PowerBI).5+ years of experience in strategic consulting, data analytics, marketing or program management.","New York, NY 10018 (Garment District area)+1 location"
420,Early career data scientist / analyst / statistical genetici...,Data Tecnica,,"This will focus on running and refining standard analysis, data management and data visualization workflows.Scope of research: Supporting cloud based analysis…","Washington, DC"
421,Health Informatics Analyst (REMOTE: Analytics-focused),Magellan Health,,Performs exploratory data analysis and data mining of healthcare claims and authorizations data.Experience working with normalized and denormalized data…,Remote
422,Business Analyst,Revolent Group,"$70,000 - $95,000 a year",Business or functional analyst experience (in a consulting environment preferred).Actively run overall business analysis efforts according to the overall…,Remote
423,Data Analyst,HashiCorp,,"3+ years with relevant data analyst, business analyst, and/or data warehousing experience.Manage and build infrastructure required for optimal ETL of data from…","Remote in San Francisco, CA"
424,Data Analyst,Delta,"$75,000 - $85,000 a year",Collaborate with Reporting Analyst team to identify data sources and data querying logic.Proactively identify data gaps and utilize the core BI team (DIAA) to…,"Fort Worth, TX 76148"
425,DATA ANALYST,University of Wisconsin–Madison,"$50,060 a year",5% Assists with the identification of data and methodology issues and the development of technical solutions.Experience curating data from a variety of sources…,"Madison, WI 53706"
426,Supply Chain Data Analyst,Royal Oak Hospital,,Completes multiple projects and special data requests.Prepares data for operations and leader report out.Experience in data maintenance (hardware and software…,"Royal Oak, MI 48073"
427,Data Analyst (Consumer Finance),SmileDirectClub,,Use data to optimize payment authorization rates and collections.Naturally curious; seeks out answers by diving deep into the data.,Remote
428,Entry Level Business Analyst,GlobalSoftSolution,"$60,000 - $85,000 a year","Involve in creating UAT scripts for user acceptance and validation testing, and data dictionaries.We are a seamless back-end technology partner providing…",Remote
429,Data Analyst,Magna International Inc.,,"Documenting contents in a data warehouse and meta-data storage.Experience with different types of data sources (relational and non-relational databases, data…","Troy, MI 48083+1 location"
430,"Senior Analyst, People Analytics",Etsy,,Proficiency R or Python for use in data analysis/data visualization.Working knowledge of data privacy best-practices when working with sensitive employee data.,"Remote in Brooklyn, NY 11201"
431,Data Specialist,Relation Insurance,,Responsible for data conversion and merger activities including ensuring quality and accuracy of data mappings.Provides weekly status reports to management.,+1 locationRemote
432,Data Analyst,"Blue River Financial Group, Inc.","$45,000 - $65,000 a year","Market research and/or data analysis.Manage, organize, and fix data within Blue River’s CRM (DealCloud).Scrub data to assure Target and Buyer Lists contain…",Remote
433,Data Analyst Consultant,MI-GSO | PCUBED,,"You should have a least a Bachelor’s Degree, 3-5 years of Data Analysis/Data Science experience working in a Project environment, and you want to develop…","Southfield, MI+2 locations"
434,Broadband Data and GIS Analyst,The State of Kansas,"$85,000 - $105,000 a year","Experience collecting and processing geospatial data, and using the data for map making.Apply GIS principles to support the mission of universal broadband…",Kansas
435,Risk Data Analyst,Mercury,,"Mercury is looking to hire a data analyst to help our Risk team find reliable signals within our data that identify new fraud trends, refine alert thresholds on…","Remote in San Francisco, CA"
436,Data Science Analyst,Oriental Trading Company Inc,,Understanding of data measurement and data structures preferred.Retrieves data using SQL within the Netezza framework and quality-checks the data prior to…,"Remote in Omaha, NE 68127"
437,Junior Data Analyst - Remote Position,"Kalman & Company, Inc.",,Support data analytics and advanced analytics efforts.Excellent analysis skills and experience working with large data sets.,"Remote in Stafford, VA 22554"
438,Data Analyst - Remote,Prime 8 Consulting,,Develop advanced analytics products and apply data visualization and statistical programming tools to enterprise data in order to advance and enable the key…,Remote in United States+1 location
439,"Research Data Analyst (6256U), Haas School of Business - 411...",University of California Berkeley,,"Utilizes software to enter, manipulate, and report data.Assists in developing systems for organizing data to analyze, identify and report trends.","Berkeley, CA 94720"
440,Energy Data Analyst,"IMG-Crown Energy Services Joint Venture, LLC",,"The analyst will serve as frontline communicator with survey respondents, helping to troubleshoot issues and resolve anomalous reported data.",Remote
441,Data Analyst,Array,,"Assist with data quality, data cleansing, and metric reporting needs.1+ years of experience in data exploration and data visualization tools like Tableau,…","Remote in New York, NY"
442,Data Analyst,Brilliant Infotech,$65 - $70 an hour,"By understanding enterprise data, business processes, and collaborator needs.Develop methodologies that allow for efficient and repetitive data extraction and…",+1 locationRemote
443,Business Analyst - Generalist (Remote Positions Available),Fictiv,,"At Fictiv, you'll be surrounded by supportive teammates who will push you to be your best through their curiosity and passion.","Remote in Seattle, WA"
444,Data Analyst,Ingress IT Solutions,$35 - $45 an hour,Compile and analyze data related to business' issues.Develop clear visualizations to convey complicated data in a straightforward fashion.,Remote
445,Business Analyst,Oncology Nursing Society,,Gathers data and evaluates true business needs.Developing and managing ONS’s data governance.Assists data analysis needs for various areas of ONS.,Remote
446,Facilities Data Analyst,North Carolina State University,"$70,000 - $85,000 a year",Assists other University analysts with relating their data to the space inventory data.Serves as a facilities-related data analyst for the university…,Hybrid remote in North Carolina
447,Business/Data Analysis- Associate,Fannie Mae,,Experience in the process of analyzing data to identify trends or relationships to inform conclusions about the data.2-4 years of related experience.,"Washington, DC+1 location"
448,Business Analyst,Delviom LLC,$55 - $58 an hour,Experienced with data storytelling and presenting analysis to senior leaders to recommend data-driven business decisions.,Remote
449,Operations Data Analyst,DayTwo Inc,,"Working knowledge of analyzing medical claims, lab data, EMR data, and clinical data.Design data analysis to achieve business objectives, process data, analyze…","Hybrid remote in Brentwood, TN"
