,title,company,salary,description,location
366,"Associate Data Scientist, Sustainability",Indigo,,"Strong data manipulation and munging skills.The data will span transactional data, web analytics, as well as a rich set of open and proprietary agronomic and…",Remote in United States
367,Data Research Analyst (Remote),Acceleration Academies,"$85,000 - $95,000 a year","Provide data uploads and assist with the development of accurate data reports.Complete data cleaning, organize data files for analysis, and identify quality…","Remote in Chicago, IL 60607"
368,Entry Level Data Scientist,I28 Technologies,"$50,000 - $55,000 a year","Knowledge with data wrangling tools such as Alteryx and Excel.R is good to have.Knowledge in visualization tools such as Power BI, Tableau, Qlikview, Spotfire…","Iselin, NJ 08830"
369,Data Scientist,Karat,,Nurture data conversations within Karat by educating teammates about data science and machine learning.Experience with Python and related data science and…,"Seattle, WA"
370,"Associate Partner, Data Science",Sia Partners,"From $150,000 a year","Provide technical leadership to a team of data science, data engineers and data strategists.Relevant experience providing data science and advanced analytics…","New York, NY 10006 (Financial District area)"
371,Decision Scientist,Acrisure Technology Group,,"Use exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data sets and validate your results.","Austin, TX"
372,Data Scientist,"Sony Pictures Entertainment, Inc.",,"Experience with big data and standardizing/ appending variables across disparate data sets.Can ingest, connect, cleanse and profile large data sets (big data)…","Culver City, CA"
373,Data Engineer,FocusKPI Inc.,,"Develop tools to monitor, debug, and analyze data pipelines to ensure data quality and reliability.Have 3+ years of experience working with data warehouse/data…",Remote
374,Data Science Teacher,OTCFin,"$120,000 - $500,000 a year",O Previous teaching experience of data science courses.O 3+ years of professional data science experience building machine learning models Python and other…,"New York, NY 10004 (Financial District area)"
375,"Data Analyst, Risk",Current,,3-5 years of experience in Risk or data science for Risk Associate.1-3 years of progressive experience in Risk or data science for Risk Analyst.,"New York, NY 10011 (Chelsea area)"
376,Statistical Programmer,X2Logics,$85 - $90 an hour,"We are looking for a Clinical Programmer who will use their technical and data analysis skills, as well as business and industry knowledge, to identify client…",Remote
377,BI Product Analyst,Sparibis,,"2+ years of experience in data analytics, data science, or predictive modeling leveraging SQL and BI tools preferred.Detail-oriented and attention to quality.","Remote in Los Angeles, CA"
378,Jr. Data Scientist,Insight Global,$35 - $39 an hour,"1 – 2 years of experience as a Data Scientist through Internships, entry level role, apprenticeships, etc.1 – 2 years of hands on experience with tools such as…","Remote in Seattle, WA"
379,Data Scientist / Data Analyst,Strike Social,,2+ years of experimental data / modeling experience.2+ years of strong mathematical and statistical data analysis experience.,Remote
380,Data Scientist,PayPal,,"Regularly evaluate and communicate performance of data driven risk solutions to management.Design, develop and maintain data-driven solutions for PayPal…",Remote in Arizona
381,Data Scientist,"Signature Science, LLC",,"Performs data analytics, specifically data clean-up, data processing, predictive modeling, chemometric statistical modeling and analysis, multivariate data…",New Jersey
382,Data Scientist (All Levels),Convoy,,"You will be responsible for defining core business logic in our data warehouse, developing insights to drive product decisions, and building data science models…","Seattle, WA 98101 (Downtown area)"
383,"STATISTICAL PROGRAMMER I, BEDAC, School of Public Health",Boston University,,Data Management: Process study data as it is collected; develop and implement procedures for data quality checks; communicate detail on data discrepancies with…,"Boston, MA 02215 (Kenmore area)"
384,"Data Scientist, Product Analytics",Atlassian,,"2+ years of experience working in product analytics or data science.Work with other product leaders to identify high impact opportunities for analytics, and…","San Francisco, CA"
385,"Data Scientist, Skills Product Platform - 100% Remote (US)",Pluralsight,,Applying data science to content search and discovery challenges.Cross-functional project collaboration on data science deliverables.,Remote in Utah
386,Analytics / Machine Learning Engineer,Upwave,,"Experience working on high-scale data pipelines.Upwave builds data-intensive products, and that means we include our engineers in product strategy and decision…","Remote in San Francisco, CA"
387,Data Engineer,FutureFit AI,,"We’re looking for an engineer ready to scale our data science models and ensure success in production environments: In this role, you will partner with our data…","Remote in Ontario, CA"
388,Jr. Deep Learning Scientist,SimBioSys,,Experience collating and curating unstructured image data into datasets.You will develop state of the art models to virtualize the healthy and diseased tissue…,"Chicago, IL"
389,Data Analyst,Northeastern University,,"Experience with data pipelines, data migration, data cleaning.Experience working with data tools to derive insights from datasets.","Boston, MA"
390,Research Scientist (Machine Learning and Artificial Intellig...,Samsung Research America,,"Strong Computer Science fundamentals in data structures and algorithm design.Conduct advanced research for machine learning, computer vision, data mining, and…","Mountain View, CA 94043"
391,"Data Science Associate, Landau Lab",New York Genome Center,,"Analyze sequencing data using established pipelines;Demonstrated exposure to NGS data analysis;MS degree in bioinformatics, computer science or equivalent…","New York, NY 10013 (SoHo area)"
392,Quantitative Researcher,Kbit,,"Strong data processing and analysis skills, including experience dealing with a large scale data.Prepare and analyze large amounts of market and trading data.","New York, NY"
393,Research Assistant (Statistical)/Survey Analyst,Z FEDERAL,,Perform analysis of source data against historical data to identify anomalies.Perform in-depth checks and reviews of data and data tables for publication to…,"Temporarily Remote in Washington, DC"
394,"Director, Data Science and Business Intelligence",Smartsheet,,"Lead teams of BI analysts and data scientists to enable data-driven discovery, data self-serve and data insights for Sales, Customer Success, Finance, Product…","Remote in Bellevue, WA 98004"
395,Statistical Programmer/Analyst I,ClinChoice Inc,,"Develop SAS programmable edit checks to assist data monitoring, document and report data issue to Data Management with minimum supervision.",Remote in Pennsylvania
